ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL617	NP_001273433.1_HUMAN
ORTHOMCL618	NP_001303303.1_HUMAN
ORTHOMCL619	XP_011542695.1_HUMAN
ORTHOMCL620	XP_005245027.1_HUMAN
ORTHOMCL621	NP_115947.2_HUMAN
ORTHOMCL622	NP_001106878.1_HUMAN
ORTHOMCL623	NP_001092142.1_HUMAN
ORTHOMCL624	NP_001128522.1_HUMAN
ORTHOMCL625	NP_001607.1_HUMAN
ORTHOMCL626	NP_001166289.1_HUMAN
ORTHOMCL627	NP_005906.2_HUMAN
ORTHOMCL628	NP_003499.1_HUMAN
ORTHOMCL629	NP_001002294.1_HUMAN
ORTHOMCL630	NP_115915.1_HUMAN
ORTHOMCL631	NP_001121640.1_HUMAN
ORTHOMCL632	NP_001158886.1_HUMAN
ORTHOMCL633	NP_000224.2_HUMAN
ORTHOMCL634	NP_001074001.1_HUMAN
ORTHOMCL635	NP_002073.2_HUMAN
ORTHOMCL636	NP_001177384.1_HUMAN
ORTHOMCL637	NP_001083.2_HUMAN
ORTHOMCL638	NP_003326.2_HUMAN
ORTHOMCL639	NP_004761.2_HUMAN
ORTHOMCL640	NP_002230.1_HUMAN
ORTHOMCL641	NP_001025226.1_HUMAN
ORTHOMCL642	NP_001127925.1_HUMAN
ORTHOMCL644	NP_444253.3_HUMAN
ORTHOMCL646	NP_001258875.1_HUMAN
ORTHOMCL647	NP_060868.2_HUMAN
ORTHOMCL648	XP_005249000.1_HUMAN
ORTHOMCL649	XP_016859884.1_HUMAN
ORTHOMCL650	NP_001229371.1_HUMAN
ORTHOMCL651	NP_001186309.1_HUMAN
ORTHOMCL652	NP_733775.1_HUMAN
ORTHOMCL653	NP_078870.1_HUMAN
ORTHOMCL654	NP_006284.2_HUMAN
ORTHOMCL655	NP_003875.3_HUMAN
ORTHOMCL658	NP_001185967.1_HUMAN
ORTHOMCL659	NP_001239029.1_HUMAN
ORTHOMCL660	NP_005564.1_HUMAN
ORTHOMCL661	NP_001243711.1_HUMAN
ORTHOMCL662	XP_005250752.1_HUMAN
ORTHOMCL663	NP_055746.3_HUMAN
ORTHOMCL664	XP_005263411.1_HUMAN
ORTHOMCL665	NP_000171.1_HUMAN
ORTHOMCL666	NP_001189367.1_HUMAN
ORTHOMCL667	NP_004334.1_HUMAN
ORTHOMCL669	NP_001247422.1_HUMAN
ORTHOMCL670	NP_001152824.1_HUMAN
ORTHOMCL671	XP_011510519.1_HUMAN
ORTHOMCL672	NP_005419.2_HUMAN
ORTHOMCL673	NP_741996.2_HUMAN
ORTHOMCL674	NP_001013650.1_HUMAN
ORTHOMCL675	NP_002290.2_HUMAN
ORTHOMCL676	NP_000876.3_HUMAN
ORTHOMCL677	NP_005308.1_HUMAN
ORTHOMCL678	NP_001888.2_HUMAN
ORTHOMCL679	NP_001171597.1_HUMAN
ORTHOMCL680	NP_001229255.1_HUMAN
ORTHOMCL681	NP_000596.2_HUMAN
ORTHOMCL682	NP_115821.2_HUMAN
ORTHOMCL683	NP_079174.2_HUMAN
ORTHOMCL684	NP_000431.2_HUMAN
ORTHOMCL685	NP_036291.2_HUMAN
ORTHOMCL686	NP_055080.2_HUMAN
ORTHOMCL687	XP_011512733.1_HUMAN
ORTHOMCL688	NP_005039.1_HUMAN
ORTHOMCL689	NP_005304.3_HUMAN
ORTHOMCL690	NP_001258604.1_HUMAN
ORTHOMCL691	NP_005461.2_HUMAN
ORTHOMCL692	XP_011541130.1_HUMAN
ORTHOMCL693	NP_055674.4_HUMAN
ORTHOMCL694	NP_001073948.2_HUMAN
ORTHOMCL695	NP_001158209.1_HUMAN
ORTHOMCL696	NP_000775.1_HUMAN
ORTHOMCL697	NP_001104262.1_HUMAN
ORTHOMCL698	NP_056471.1_HUMAN
ORTHOMCL699	NP_001264743.1_HUMAN
ORTHOMCL700	XP_005254037.1_HUMAN
ORTHOMCL701	NP_001239007.1_HUMAN
ORTHOMCL702	NP_001278932.1_HUMAN
ORTHOMCL703	NP_058634.4_HUMAN
ORTHOMCL704	NP_002015.1_HUMAN
ORTHOMCL705	NP_004521.1_HUMAN
ORTHOMCL706	NP_006712.2_HUMAN
ORTHOMCL707	NP_058432.1_HUMAN
ORTHOMCL708	XP_011516432.1_HUMAN
ORTHOMCL709	NP_001380.2_HUMAN
ORTHOMCL710	NP_115584.1_HUMAN
ORTHOMCL711	XP_005251168.1_HUMAN
ORTHOMCL712	NP_006090.2_HUMAN
ORTHOMCL713	XP_005250082.1_HUMAN
ORTHOMCL714	NP_115890.2_HUMAN
ORTHOMCL715	NP_001116436.2_HUMAN
ORTHOMCL716	NP_892023.1_HUMAN
ORTHOMCL717	NP_001073883.2_HUMAN
ORTHOMCL718	XP_011541167.1_HUMAN
ORTHOMCL719	NP_001035207.1_HUMAN
ORTHOMCL720	NP_001229886.1_HUMAN
ORTHOMCL721	XP_005245735.1_HUMAN
ORTHOMCL722	NP_001138424.1_HUMAN
ORTHOMCL723	NP_001137854.1_HUMAN
ORTHOMCL725	NP_001308715.1_HUMAN
ORTHOMCL726	NP_061969.3_HUMAN
ORTHOMCL727	NP_001035982.1_HUMAN
ORTHOMCL728	XP_005274089.1_HUMAN
ORTHOMCL729	XP_011536405.1_HUMAN
ORTHOMCL730	NP_001026971.1_HUMAN
ORTHOMCL731	XP_005264010.1_HUMAN
ORTHOMCL732	NP_001185608.1_HUMAN
ORTHOMCL733	NP_036346.1_HUMAN
ORTHOMCL734	NP_000953.2_HUMAN
ORTHOMCL735	NP_001709.1_HUMAN
ORTHOMCL736	NP_001918.3_HUMAN
ORTHOMCL737	NP_001484.1_HUMAN
ORTHOMCL738	NP_064627.1_HUMAN
ORTHOMCL739	NP_001157858.1_HUMAN
ORTHOMCL740	NP_006690.1_HUMAN
ORTHOMCL742	NP_001036002.1_HUMAN
ORTHOMCL743	NP_001859.1_HUMAN
ORTHOMCL744	NP_055616.3_HUMAN
ORTHOMCL745	NP_001025178.1_HUMAN
ORTHOMCL746	XP_006711341.1_HUMAN
ORTHOMCL747	NP_005702.3_HUMAN
ORTHOMCL748	NP_001034180.1_HUMAN
ORTHOMCL750	NP_001275762.1_HUMAN
ORTHOMCL752	XP_005263453.1_HUMAN
ORTHOMCL753	NP_055615.8_HUMAN
ORTHOMCL754	XP_005245423.1_HUMAN
ORTHOMCL755	NP_002188.1_HUMAN
ORTHOMCL756	NP_000375.2_HUMAN
ORTHOMCL757	NP_004790.2_HUMAN
ORTHOMCL758	NP_001310912.1_HUMAN
ORTHOMCL759	NP_001035037.1_HUMAN
ORTHOMCL760	NP_060457.4_HUMAN
ORTHOMCL761	NP_004780.3_HUMAN
ORTHOMCL762	NP_758857.1_HUMAN
ORTHOMCL763	NP_005267.2_HUMAN
ORTHOMCL764	XP_005266431.1_HUMAN
ORTHOMCL767	NP_060021.1_HUMAN
ORTHOMCL768	NP_001011552.2_HUMAN
ORTHOMCL769	NP_002231.1_HUMAN
ORTHOMCL770	NP_001245134.1_HUMAN
ORTHOMCL771	XP_005248291.1_HUMAN
ORTHOMCL772	NP_006600.3_HUMAN
ORTHOMCL773	NP_065186.3_HUMAN
ORTHOMCL774	NP_001078927.1_HUMAN
ORTHOMCL775	NP_001120680.1_HUMAN
ORTHOMCL776	NP_001076.2_HUMAN
ORTHOMCL777	NP_055628.1_HUMAN
ORTHOMCL778	NP_116124.2_HUMAN
ORTHOMCL779	NP_000736.2_HUMAN
ORTHOMCL780	NP_054729.3_HUMAN
ORTHOMCL781	XP_011542106.1_HUMAN
ORTHOMCL782	XP_011530059.1_HUMAN
ORTHOMCL783	NP_001073949.1_HUMAN
ORTHOMCL785	XP_006712562.1_HUMAN
ORTHOMCL786	NP_002334.2_HUMAN
ORTHOMCL787	NP_001017915.1_HUMAN
ORTHOMCL788	NP_003102.1_HUMAN
ORTHOMCL789	NP_001117.2_HUMAN
ORTHOMCL790	NP_002882.3_HUMAN
ORTHOMCL791	XP_006710562.1_HUMAN
ORTHOMCL792	NP_001245282.1_HUMAN
ORTHOMCL793	NP_000289.1_HUMAN
ORTHOMCL794	NP_057405.1_HUMAN
ORTHOMCL795	NP_003108.2_HUMAN
ORTHOMCL796	XP_005265227.2_HUMAN
ORTHOMCL797	NP_005397.1_HUMAN
ORTHOMCL798	NP_597702.2_HUMAN
ORTHOMCL799	NP_004663.3_HUMAN
ORTHOMCL800	XP_011508423.1_HUMAN
ORTHOMCL801	NP_061138.3_HUMAN
ORTHOMCL802	NP_004631.1_HUMAN
ORTHOMCL803	NP_004730.2_HUMAN
ORTHOMCL804	NP_001229536.1_HUMAN
ORTHOMCL805	NP_036376.2_HUMAN
ORTHOMCL806	NP_005206.2_HUMAN
ORTHOMCL807	NP_001136067.1_HUMAN
ORTHOMCL808	NP_002575.1_HUMAN
ORTHOMCL809	NP_036422.3_HUMAN
ORTHOMCL810	NP_001091974.1_HUMAN
ORTHOMCL811	NP_055726.3_HUMAN
ORTHOMCL812	XP_005245566.1_HUMAN
ORTHOMCL813	NP_000241.1_HUMAN
ORTHOMCL814	NP_005981.3_HUMAN
ORTHOMCL815	NP_001008661.1_HUMAN
ORTHOMCL816	XP_005271351.1_HUMAN
ORTHOMCL817	NP_006297.2_HUMAN
ORTHOMCL818	XP_011532443.1_HUMAN
ORTHOMCL819	NP_001439.2_HUMAN
ORTHOMCL820	XP_006724302.1_HUMAN
ORTHOMCL821	XP_005247494.1_HUMAN
ORTHOMCL823	NP_005645.1_HUMAN
ORTHOMCL824	NP_003065.3_HUMAN
ORTHOMCL825	NP_001798.2_HUMAN
ORTHOMCL826	NP_001926.2_HUMAN
ORTHOMCL827	NP_002098.1_HUMAN
ORTHOMCL828	NP_061335.1_HUMAN
ORTHOMCL829	NP_116277.2_HUMAN
ORTHOMCL830	XP_011523731.1_HUMAN
ORTHOMCL831	NP_000495.1_HUMAN
ORTHOMCL832	XP_005257841.1_HUMAN
ORTHOMCL833	NP_061903.2_HUMAN
ORTHOMCL834	XP_005251483.1_HUMAN
ORTHOMCL835	XP_006717520.1_HUMAN
ORTHOMCL836	NP_004445.1_HUMAN
ORTHOMCL837	NP_073743.2_HUMAN
ORTHOMCL838	NP_008881.2_HUMAN
ORTHOMCL839	NP_001230890.1_HUMAN
ORTHOMCL840	NP_000475.1_HUMAN
ORTHOMCL841	NP_001032895.2_HUMAN
ORTHOMCL842	NP_001243276.1_HUMAN
ORTHOMCL843	NP_002572.2_HUMAN
ORTHOMCL844	NP_003379.3_HUMAN
ORTHOMCL845	NP_001191169.1_HUMAN
ORTHOMCL846	NP_001017926.1_HUMAN
ORTHOMCL847	NP_075044.2_HUMAN
ORTHOMCL848	NP_001084.3_HUMAN
ORTHOMCL849	XP_011510619.1_HUMAN
ORTHOMCL850	NP_003402.2_HUMAN
ORTHOMCL851	NP_001032.2_HUMAN
ORTHOMCL852	XP_011523300.1_HUMAN
ORTHOMCL853	NP_001137.2_HUMAN
ORTHOMCL854	NP_000449.1_HUMAN
ORTHOMCL855	XP_005250207.1_HUMAN
ORTHOMCL856	NP_057688.2_HUMAN
ORTHOMCL857	XP_011530108.1_HUMAN
ORTHOMCL858	NP_057190.2_HUMAN
ORTHOMCL859	NP_000413.1_HUMAN
ORTHOMCL860	NP_000530.1_HUMAN
ORTHOMCL861	NP_005985.3_HUMAN
ORTHOMCL862	NP_001121187.1_HUMAN
ORTHOMCL863	NP_036230.1_HUMAN
ORTHOMCL864	NP_001058.2_HUMAN
ORTHOMCL865	NP_002044.2_HUMAN
ORTHOMCL866	NP_001157281.1_HUMAN
ORTHOMCL867	NP_001073923.1_HUMAN
ORTHOMCL868	NP_852108.2_HUMAN
ORTHOMCL869	NP_001243722.1_HUMAN
ORTHOMCL870	NP_001230013.1_HUMAN
ORTHOMCL871	NP_067067.1_HUMAN
ORTHOMCL872	XP_011508956.1_HUMAN
ORTHOMCL874	XP_005258115.1_HUMAN
ORTHOMCL875	XP_005271793.2_HUMAN
ORTHOMCL876	NP_064632.2_HUMAN
ORTHOMCL877	NP_597700.1_HUMAN
ORTHOMCL878	NP_003213.1_HUMAN
ORTHOMCL879	NP_071355.1_HUMAN
ORTHOMCL880	NP_001489.1_HUMAN
ORTHOMCL881	NP_006637.2_HUMAN
ORTHOMCL882	XP_011511985.1_HUMAN
ORTHOMCL883	NP_001123561.1_HUMAN
ORTHOMCL884	NP_002085.2_HUMAN
ORTHOMCL885	XP_011520984.1_HUMAN
ORTHOMCL886	NP_443102.2_HUMAN
ORTHOMCL887	NP_001070869.1_HUMAN
ORTHOMCL888	NP_001518.3_HUMAN
ORTHOMCL889	XP_016868740.1_HUMAN
ORTHOMCL890	XP_011516800.1_HUMAN
ORTHOMCL891	NP_001278928.1_HUMAN
ORTHOMCL892	NP_001171661.1_HUMAN
ORTHOMCL893	NP_877439.3_HUMAN
ORTHOMCL894	XP_011537978.1_HUMAN
ORTHOMCL895	NP_060090.2_HUMAN
ORTHOMCL897	NP_005350.1_HUMAN
ORTHOMCL898	NP_000497.1_HUMAN
ORTHOMCL899	NP_001274524.1_HUMAN
ORTHOMCL900	NP_000594.2_HUMAN
ORTHOMCL901	NP_001119800.1_HUMAN
ORTHOMCL902	NP_000732.2_HUMAN
ORTHOMCL903	XP_005269692.1_HUMAN
ORTHOMCL904	NP_001278651.1_HUMAN
ORTHOMCL905	XP_011509992.1_HUMAN
ORTHOMCL906	XP_016856104.1_HUMAN
ORTHOMCL907	NP_001184026.2_HUMAN
ORTHOMCL908	XP_005272095.1_HUMAN
ORTHOMCL909	NP_000349.1_HUMAN
ORTHOMCL910	NP_003381.1_HUMAN
ORTHOMCL911	NP_775807.2_HUMAN
ORTHOMCL912	XP_011541038.1_HUMAN
ORTHOMCL913	NP_115655.2_HUMAN
ORTHOMCL914	NP_006787.2_HUMAN
ORTHOMCL915	NP_060562.3_HUMAN
ORTHOMCL916	XP_005257825.1_HUMAN
ORTHOMCL917	NP_001094058.1_HUMAN
ORTHOMCL918	NP_005158.5_HUMAN
ORTHOMCL920	NP_001268400.1_HUMAN
ORTHOMCL921	NP_001295082.1_HUMAN
ORTHOMCL923	NP_001004334.3_HUMAN
ORTHOMCL924	NP_001274669.1_HUMAN
ORTHOMCL928	XP_011517190.1_HUMAN
ORTHOMCL929	XP_005250059.1_HUMAN
ORTHOMCL930	NP_001189358.1_HUMAN
ORTHOMCL931	NP_002941.1_HUMAN
ORTHOMCL932	NP_001001664.1_HUMAN
ORTHOMCL933	NP_976251.1_HUMAN
ORTHOMCL934	NP_001276107.1_HUMAN
ORTHOMCL935	NP_001165883.1_HUMAN
ORTHOMCL936	NP_001271270.1_HUMAN
ORTHOMCL937	NP_003382.1_HUMAN
ORTHOMCL938	XP_011523008.1_HUMAN
ORTHOMCL939	NP_061842.1_HUMAN
ORTHOMCL940	NP_001269357.1_HUMAN
ORTHOMCL942	XP_011522160.1_HUMAN
ORTHOMCL943	NP_005235.3_HUMAN
ORTHOMCL944	NP_009029.3_HUMAN
ORTHOMCL945	NP_000635.2_HUMAN
ORTHOMCL946	NP_037444.2_HUMAN
ORTHOMCL947	NP_001167567.1_HUMAN
ORTHOMCL948	NP_113649.1_HUMAN
ORTHOMCL949	NP_001124154.1_HUMAN
ORTHOMCL950	NP_001269154.1_HUMAN
ORTHOMCL951	NP_060404.3_HUMAN
ORTHOMCL952	NP_078875.4_HUMAN
ORTHOMCL953	NP_001290356.1_HUMAN
ORTHOMCL954	XP_006715052.1_HUMAN
ORTHOMCL955	NP_055693.4_HUMAN
ORTHOMCL956	NP_057314.2_HUMAN
ORTHOMCL957	NP_001158087.1_HUMAN
ORTHOMCL958	NP_001033043.1_HUMAN
ORTHOMCL960	XP_011526096.1_HUMAN
ORTHOMCL961	NP_001154945.1_HUMAN
ORTHOMCL962	NP_777576.1_HUMAN
ORTHOMCL963	NP_000516.3_HUMAN
ORTHOMCL964	NP_001123380.2_HUMAN
ORTHOMCL965	NP_001020018.1_HUMAN
ORTHOMCL967	XP_005272294.1_HUMAN
ORTHOMCL968	NP_001138984.1_HUMAN
ORTHOMCL969	NP_055925.2_HUMAN
ORTHOMCL970	NP_001305131.1_HUMAN
ORTHOMCL971	NP_004160.3_HUMAN
ORTHOMCL972	NP_001193599.1_HUMAN
ORTHOMCL973	NP_006032.1_HUMAN
ORTHOMCL974	NP_001310454.1_HUMAN
ORTHOMCL975	NP_001017403.1_HUMAN
ORTHOMCL976	NP_056068.1_HUMAN
ORTHOMCL977	NP_001012302.2_HUMAN
ORTHOMCL978	XP_005266395.1_HUMAN
ORTHOMCL980	NP_004875.2_HUMAN
ORTHOMCL981	NP_001120727.1_HUMAN
ORTHOMCL983	NP_033720.2_HUMAN
ORTHOMCL984	NP_060124.2_HUMAN
ORTHOMCL985	NP_065934.1_HUMAN
ORTHOMCL986	XP_011529148.1_HUMAN
ORTHOMCL987	NP_003127.1_HUMAN
ORTHOMCL988	XP_011522940.1_HUMAN
ORTHOMCL989	NP_001136221.1_HUMAN
ORTHOMCL990	XP_005255274.1_HUMAN
ORTHOMCL991	NP_000769.2_HUMAN
ORTHOMCL992	NP_000103.2_HUMAN
ORTHOMCL993	XP_005261889.1_HUMAN
ORTHOMCL994	NP_689838.1_HUMAN
ORTHOMCL995	NP_006651.2_HUMAN
ORTHOMCL996	NP_057315.3_HUMAN
ORTHOMCL997	NP_002746.1_HUMAN
ORTHOMCL998	XP_011519068.1_HUMAN
ORTHOMCL999	NP_005559.2_HUMAN
ORTHOMCL1000	NP_005916.2_HUMAN
ORTHOMCL1001	NP_000690.1_HUMAN
ORTHOMCL1002	NP_000472.2_HUMAN
ORTHOMCL1003	NP_001527.3_HUMAN
ORTHOMCL1004	XP_016869763.1_HUMAN
ORTHOMCL1005	NP_536859.1_HUMAN
ORTHOMCL1008	XP_006716502.1_HUMAN
ORTHOMCL1009	NP_001101.1_HUMAN
ORTHOMCL1010	XP_006720084.1_HUMAN
ORTHOMCL1011	NP_859074.1_HUMAN
ORTHOMCL1012	XP_005264389.2_HUMAN
ORTHOMCL1013	NP_005947.3_HUMAN
ORTHOMCL1014	NP_004064.2_HUMAN
ORTHOMCL1015	NP_001271152.1_HUMAN
ORTHOMCL1016	NP_060060.3_HUMAN
ORTHOMCL1017	NP_001020787.2_HUMAN
ORTHOMCL1018	XP_011523160.1_HUMAN
ORTHOMCL1019	NP_006172.1_HUMAN
ORTHOMCL1021	XP_011517323.1_HUMAN
ORTHOMCL1022	NP_001095868.1_HUMAN
ORTHOMCL1023	NP_005680.1_HUMAN
ORTHOMCL1024	NP_064550.3_HUMAN
ORTHOMCL1025	NP_054772.1_HUMAN
ORTHOMCL1026	NP_005064.1_HUMAN
ORTHOMCL1027	XP_011512843.1_HUMAN
ORTHOMCL1028	NP_001243503.1_HUMAN
ORTHOMCL1029	NP_001123200.1_HUMAN
ORTHOMCL1030	NP_001745.2_HUMAN
ORTHOMCL1031	NP_006409.3_HUMAN
ORTHOMCL1032	NP_057646.1_HUMAN
ORTHOMCL1033	NP_006853.2_HUMAN
ORTHOMCL1034	NP_001269210.1_HUMAN
ORTHOMCL1035	NP_055453.2_HUMAN
ORTHOMCL1036	NP_079191.2_HUMAN
ORTHOMCL1037	NP_060529.4_HUMAN
ORTHOMCL1038	NP_003764.3_HUMAN
ORTHOMCL1039	NP_997235.3_HUMAN
ORTHOMCL1040	NP_001640.1_HUMAN
ORTHOMCL1041	NP_001275642.1_HUMAN
ORTHOMCL1042	NP_004860.2_HUMAN
ORTHOMCL1043	NP_036347.1_HUMAN
ORTHOMCL1044	NP_116213.1_HUMAN
ORTHOMCL1045	NP_078853.2_HUMAN
ORTHOMCL1046	NP_653254.1_HUMAN
ORTHOMCL1047	NP_060650.2_HUMAN
ORTHOMCL1048	NP_001193769.1_HUMAN
ORTHOMCL1049	NP_001337.2_HUMAN
ORTHOMCL1050	NP_001005386.1_HUMAN
ORTHOMCL1051	NP_001094896.1_HUMAN
ORTHOMCL1052	NP_006280.3_HUMAN
ORTHOMCL1053	NP_002766.1_HUMAN
ORTHOMCL1054	NP_036385.3_HUMAN
ORTHOMCL1055	NP_002960.2_HUMAN
ORTHOMCL1056	NP_001004339.2_HUMAN
ORTHOMCL1057	NP_006400.2_HUMAN
ORTHOMCL1058	NP_001019820.1_HUMAN
ORTHOMCL1059	XP_005267488.1_HUMAN
ORTHOMCL1060	NP_001229326.1_HUMAN
ORTHOMCL1061	XP_011539334.1_HUMAN
ORTHOMCL1062	NP_444514.1_HUMAN
ORTHOMCL1063	XP_005261574.1_HUMAN
ORTHOMCL1064	XP_011537012.1_HUMAN
ORTHOMCL1065	XP_005273275.1_HUMAN
ORTHOMCL1066	NP_036553.2_HUMAN
ORTHOMCL1067	NP_001244120.1_HUMAN
ORTHOMCL1068	NP_000021.1_HUMAN
ORTHOMCL1069	NP_002757.2_HUMAN
ORTHOMCL1070	NP_001274368.1_HUMAN
ORTHOMCL1071	NP_006231.2_HUMAN
ORTHOMCL1072	NP_001269947.1_HUMAN
ORTHOMCL1073	XP_006715119.1_HUMAN
ORTHOMCL1074	NP_001305068.1_HUMAN
ORTHOMCL1076	XP_011530308.1_HUMAN
ORTHOMCL1077	NP_060537.3_HUMAN
ORTHOMCL1078	NP_002184.2_HUMAN
ORTHOMCL1079	NP_001008496.2_HUMAN
ORTHOMCL1080	NP_001093156.1_HUMAN
ORTHOMCL1081	NP_821079.3_HUMAN
ORTHOMCL1082	NP_115818.2_HUMAN
ORTHOMCL1083	NP_775960.4_HUMAN
ORTHOMCL1084	NP_065769.3_HUMAN
ORTHOMCL1085	XP_011543362.1_HUMAN
ORTHOMCL1086	NP_115940.2_HUMAN
ORTHOMCL1087	NP_001018081.3_HUMAN
ORTHOMCL1088	XP_011525455.1_HUMAN
ORTHOMCL1090	XP_005254312.1_HUMAN
ORTHOMCL1091	NP_001248392.1_HUMAN
ORTHOMCL1092	NP_001230175.1_HUMAN
ORTHOMCL1093	NP_002113.2_HUMAN
ORTHOMCL1094	NP_006766.1_HUMAN
ORTHOMCL1095	NP_001129123.1_HUMAN
ORTHOMCL1096	XP_016885213.1_HUMAN
ORTHOMCL1097	NP_000057.2_HUMAN
ORTHOMCL1098	NP_055778.2_HUMAN
ORTHOMCL1099	XP_011534849.1_HUMAN
ORTHOMCL1100	NP_004054.3_HUMAN
ORTHOMCL1101	NP_006082.3_HUMAN
ORTHOMCL1102	XP_011539187.1_HUMAN
ORTHOMCL1103	NP_647537.1_HUMAN
ORTHOMCL1104	NP_001188504.1_HUMAN
ORTHOMCL1105	XP_011532244.1_HUMAN
ORTHOMCL1106	NP_001195.2_HUMAN
ORTHOMCL1107	NP_001244110.1_HUMAN
ORTHOMCL1108	NP_001158230.1_HUMAN
ORTHOMCL1109	NP_000498.2_HUMAN
ORTHOMCL1110	NP_001265138.1_HUMAN
ORTHOMCL1111	NP_064629.2_HUMAN
ORTHOMCL1112	XP_006712191.1_HUMAN
ORTHOMCL1113	XP_011510535.1_HUMAN
ORTHOMCL1114	NP_001253968.1_HUMAN
ORTHOMCL1115	NP_940984.3_HUMAN
ORTHOMCL1116	NP_001003828.1_HUMAN
ORTHOMCL1117	NP_001159592.1_HUMAN
ORTHOMCL1118	NP_000370.2_HUMAN
ORTHOMCL1119	NP_055655.1_HUMAN
ORTHOMCL1120	NP_000504.1_HUMAN
ORTHOMCL1121	NP_056151.2_HUMAN
ORTHOMCL1122	NP_005737.1_HUMAN
ORTHOMCL1123	NP_037365.2_HUMAN
ORTHOMCL1124	NP_003610.2_HUMAN
ORTHOMCL1125	XP_016868201.1_HUMAN
ORTHOMCL1126	NP_061060.3_HUMAN
ORTHOMCL1127	XP_011519572.1_HUMAN
ORTHOMCL1128	NP_001186793.1_HUMAN
ORTHOMCL1129	NP_000010.1_HUMAN
ORTHOMCL1130	NP_055315.2_HUMAN
ORTHOMCL1131	NP_001182399.1_HUMAN
ORTHOMCL1132	NP_001138837.1_HUMAN
ORTHOMCL1133	NP_116281.2_HUMAN
ORTHOMCL1134	NP_055467.3_HUMAN
ORTHOMCL1135	NP_002636.2_HUMAN
ORTHOMCL1136	NP_001127928.1_HUMAN
ORTHOMCL1137	NP_003738.2_HUMAN
ORTHOMCL1139	NP_005321.1_HUMAN
ORTHOMCL1140	NP_001708.3_HUMAN
ORTHOMCL1141	XP_005249923.1_HUMAN
ORTHOMCL1142	NP_006009.2_HUMAN
ORTHOMCL1143	NP_065872.1_HUMAN
ORTHOMCL1144	NP_742066.2_HUMAN
ORTHOMCL1146	NP_065825.1_HUMAN
ORTHOMCL1147	NP_001106954.1_HUMAN
ORTHOMCL1148	NP_056003.1_HUMAN
ORTHOMCL1149	NP_149989.2_HUMAN
ORTHOMCL1151	NP_005112.2_HUMAN
ORTHOMCL1152	NP_001274666.1_HUMAN
ORTHOMCL1153	NP_001138618.1_HUMAN
ORTHOMCL1154	XP_016868908.1_HUMAN
ORTHOMCL1155	NP_000912.3_HUMAN
ORTHOMCL1156	NP_002547.1_HUMAN
ORTHOMCL1157	NP_005085.2_HUMAN
ORTHOMCL1158	NP_056145.4_HUMAN
ORTHOMCL1159	NP_000874.2_HUMAN
ORTHOMCL1160	NP_003384.2_HUMAN
ORTHOMCL1161	NP_114148.3_HUMAN
ORTHOMCL1162	NP_001128647.1_HUMAN
ORTHOMCL1163	NP_002530.1_HUMAN
ORTHOMCL1164	NP_056445.3_HUMAN
ORTHOMCL1165	NP_001308122.1_HUMAN
ORTHOMCL1166	XP_005250131.1_HUMAN
ORTHOMCL1167	NP_003860.2_HUMAN
ORTHOMCL1168	NP_071941.1_HUMAN
ORTHOMCL1169	XP_011522333.2_HUMAN
ORTHOMCL1170	NP_065917.1_HUMAN
ORTHOMCL1171	NP_149977.2_HUMAN
ORTHOMCL1172	NP_001257376.1_HUMAN
ORTHOMCL1173	NP_005427.2_HUMAN
ORTHOMCL1174	XP_006714513.1_HUMAN
ORTHOMCL1175	NP_004696.2_HUMAN
ORTHOMCL1176	NP_001129101.1_HUMAN
ORTHOMCL1177	NP_077270.1_HUMAN
ORTHOMCL1178	NP_001258662.1_HUMAN
ORTHOMCL1179	XP_006712714.1_HUMAN
ORTHOMCL1180	NP_001269791.1_HUMAN
ORTHOMCL1181	NP_001129668.1_HUMAN
ORTHOMCL1182	NP_001015878.1_HUMAN
ORTHOMCL1183	NP_060790.2_HUMAN
ORTHOMCL1184	XP_005246249.1_HUMAN
ORTHOMCL1185	NP_476510.1_HUMAN
ORTHOMCL1186	NP_000397.1_HUMAN
ORTHOMCL1187	XP_005248776.1_HUMAN
ORTHOMCL1188	NP_005509.1_HUMAN
ORTHOMCL1189	NP_001229862.1_HUMAN
ORTHOMCL1190	XP_011535625.1_HUMAN
ORTHOMCL1191	XP_005253211.1_HUMAN
ORTHOMCL1192	XP_011511590.1_HUMAN
ORTHOMCL1193	NP_036561.1_HUMAN
ORTHOMCL1194	XP_005244829.1_HUMAN
ORTHOMCL1195	XP_016879753.1_HUMAN
ORTHOMCL1196	NP_001275880.1_HUMAN
ORTHOMCL1197	XP_016874630.1_HUMAN
ORTHOMCL1198	NP_003509.1_HUMAN
ORTHOMCL1199	XP_011522063.1_HUMAN
ORTHOMCL1200	NP_001305687.1_HUMAN
ORTHOMCL1201	NP_001073864.2_HUMAN
ORTHOMCL1203	NP_000286.3_HUMAN
ORTHOMCL1205	NP_149039.2_HUMAN
ORTHOMCL1208	NP_149015.2_HUMAN
ORTHOMCL1209	NP_057205.2_HUMAN
ORTHOMCL1210	NP_060707.2_HUMAN
ORTHOMCL1212	XP_016871032.1_HUMAN
ORTHOMCL1213	NP_001092272.1_HUMAN
ORTHOMCL1214	XP_011539385.1_HUMAN
ORTHOMCL1215	NP_003029.2_HUMAN
ORTHOMCL1216	NP_060684.4_HUMAN
