ORTHOMCL420	2077725)]_AMEIU(
ORTHOMCL16181	rna-XM_017480830.1_ICTAL(
ORTHOMCL16182	rna-XM_017483499.1_ICTAL(
ORTHOMCL16183	rna-XM_017484065.1_ICTAL(
ORTHOMCL16184	rna-XM_017484825.1_ICTAL(
ORTHOMCL16185	rna-XM_017486387.1_ICTAL(
ORTHOMCL16186	rna-XM_027158929.1_TACHY(
ORTHOMCL16187	rna-XM_027157223.1_TACHY(
ORTHOMCL16188	rna-XM_027133674.1_TACHY(
ORTHOMCL16189	rna-XM_027137246.1_TACHY(
ORTHOMCL16190	rna-XM_027140136.1_TACHY(
ORTHOMCL16191	rna-XM_027140179.1_TACHY(
ORTHOMCL16192	rna-XM_027144292.1_TACHY(
ORTHOMCL16193	rna-XM_027145433.1_TACHY(
ORTHOMCL16194	rna-XM_027146192.1_TACHY(
ORTHOMCL16195	rna-XM_027152067.1_TACHY(
ORTHOMCL16196	rna-XM_027153119.1_TACHY(
ORTHOMCL16197	rna-XM_027153733.1_TACHY(
ORTHOMCL16198	rna-XM_027153832.1_TACHY(
ORTHOMCL16199	rna-XM_027154256.1_TACHY(
ORTHOMCL16200	rna-XM_027156025.1_TACHY(
ORTHOMCL16201	rna-XM_027156094.1_TACHY(
ORTHOMCL16202	rna-XM_027166194.1_TACHY(
ORTHOMCL16203	rna-XM_027177796.1_TACHY(
ORTHOMCL16204	rna-XM_027179592.1_TACHY(
ORTHOMCL16206	1139548)]_TAKIF(
ORTHOMCL16208	14810404)]_TAKIF(
ORTHOMCL16209	17642060))]_TAKIF(
ORTHOMCL16211	211073)]_TAKIF(
ORTHOMCL16212	24573661))]_AMEIU(
ORTHOMCL16213	26376873))]_AMEIU(
ORTHOMCL16214	26885162)]_AMEIU(
ORTHOMCL16215	273261))]_AMEIU(
ORTHOMCL16217	37102534]_AMEIU(
ORTHOMCL16218	40078585]_AMEIU(
ORTHOMCL16219	5316546)]_AMEIU(
ORTHOMCL16221	7283505]_AMEIU(
ORTHOMCL16753	augustus-utg000006l_pilon-processed-gene-21.1-mRNA-1_PANGA(
ORTHOMCL16754	augustus-utg000006l_pilon-processed-gene-34.2-mRNA-1_PANGA(
ORTHOMCL16755	augustus-utg000006l_pilon-processed-gene-34.8-mRNA-1_PANGA(
ORTHOMCL16756	augustus-utg000015l_pilon-processed-gene-1.4-mRNA-1_PANGA(
ORTHOMCL16757	augustus-utg000023l_pilon-processed-gene-4.11-mRNA-1_PANGA(
ORTHOMCL16758	augustus-utg000026l_pilon-processed-gene-37.6-mRNA-1_PANGA(
ORTHOMCL16759	augustus-utg000038l_pilon-processed-gene-17.0-mRNA-1_PANGA(
ORTHOMCL16760	augustus-utg000040l_pilon-processed-gene-9.9-mRNA-1_PANGA(
ORTHOMCL16761	augustus-utg000045l_pilon-processed-gene-4.4-mRNA-1_PANGA(
ORTHOMCL16762	augustus-utg000046l_pilon-processed-gene-8.9-mRNA-1_PANGA(
ORTHOMCL16763	augustus-utg000047l_pilon-processed-gene-12.2-mRNA-1_PANGA(
ORTHOMCL16764	augustus-utg000047l_pilon-processed-gene-7.7-mRNA-1_PANGA(
ORTHOMCL16765	augustus-utg000047l_pilon-processed-gene-8.6-mRNA-1_PANGA(
ORTHOMCL16766	augustus-utg000062l_pilon-processed-gene-2.34-mRNA-1_PANGA(
ORTHOMCL16767	augustus-utg000080l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL16768	augustus-utg000080l_pilon-processed-gene-3.29-mRNA-1_PANGA(
ORTHOMCL16769	augustus-utg000096l_pilon-processed-gene-2.5-mRNA-1_PANGA(
ORTHOMCL16770	augustus-utg000111l_pilon-processed-gene-11.7-mRNA-1_PANGA(
ORTHOMCL16771	augustus-utg000120l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL16772	augustus-utg000170l_pilon-processed-gene-0.11-mRNA-1_PANGA(
ORTHOMCL16773	augustus-utg000200l_pilon-processed-gene-0.8-mRNA-1_PANGA(
ORTHOMCL16774	augustus-utg000203l_pilon-processed-gene-8.6-mRNA-1_PANGA(
ORTHOMCL16775	augustus-utg000211l_pilon-processed-gene-8.37-mRNA-1_PANGA(
ORTHOMCL16776	augustus-utg000211l_pilon-processed-gene-8.48-mRNA-1_PANGA(
ORTHOMCL16777	augustus-utg000212l_pilon-processed-gene-1.16-mRNA-1_PANGA(
ORTHOMCL16778	augustus-utg000212l_pilon-processed-gene-1.2-mRNA-1_PANGA(
ORTHOMCL16779	augustus-utg000216l_pilon-processed-gene-1.5-mRNA-1_PANGA(
ORTHOMCL16780	augustus-utg000216l_pilon-processed-gene-4.13-mRNA-1_PANGA(
ORTHOMCL16781	augustus-utg000225l_pilon-processed-gene-1.0-mRNA-1_PANGA(
ORTHOMCL16782	augustus-utg000242l_pilon-processed-gene-0.2-mRNA-1_PANGA(
ORTHOMCL16783	augustus-utg000244l_pilon-processed-gene-0.15-mRNA-1_PANGA(
ORTHOMCL16784	augustus-utg000244l_pilon-processed-gene-0.6-mRNA-1_PANGA(
ORTHOMCL16785	augustus-utg000270l_pilon-processed-gene-5.18-mRNA-1_PANGA(
ORTHOMCL16786	augustus-utg000271l_pilon-processed-gene-13.19-mRNA-1_PANGA(
ORTHOMCL16787	augustus-utg000272l_pilon-processed-gene-5.14-mRNA-1_PANGA(
ORTHOMCL16788	augustus-utg000309l_pilon-processed-gene-3.18-mRNA-1_PANGA(
ORTHOMCL16789	augustus-utg000309l_pilon-processed-gene-3.19-mRNA-1_PANGA(
ORTHOMCL16790	augustus-utg000323l_pilon-processed-gene-0.14-mRNA-1_PANGA(
ORTHOMCL16791	augustus-utg000327l_pilon-processed-gene-2.24-mRNA-1_PANGA(
ORTHOMCL16792	augustus-utg000332l_pilon-processed-gene-5.15-mRNA-1_PANGA(
ORTHOMCL16793	augustus-utg000334l_pilon-processed-gene-8.1-mRNA-1_PANGA(
ORTHOMCL16794	augustus-utg000351l_pilon-processed-gene-2.7-mRNA-1_PANGA(
ORTHOMCL16795	augustus-utg000352l_pilon-processed-gene-0.19-mRNA-1_PANGA(
ORTHOMCL16796	augustus-utg000354l_pilon-processed-gene-3.4-mRNA-1_PANGA(
ORTHOMCL16797	augustus-utg000379l_pilon-processed-gene-4.5-mRNA-1_PANGA(
ORTHOMCL16798	augustus-utg000387l_pilon-processed-gene-2.6-mRNA-1_PANGA(
ORTHOMCL16799	augustus-utg000392l_pilon-processed-gene-11.0-mRNA-1_PANGA(
ORTHOMCL16800	augustus-utg000410l_pilon-processed-gene-0.29-mRNA-1_PANGA(
ORTHOMCL16801	augustus-utg000453l_pilon-processed-gene-7.4-mRNA-1_PANGA(
ORTHOMCL16802	augustus-utg000455l_pilon-processed-gene-0.6-mRNA-1_PANGA(
ORTHOMCL16803	augustus-utg000492l_pilon-processed-gene-0.14-mRNA-1_PANGA(
ORTHOMCL16804	augustus-utg000493l_pilon-processed-gene-0.5-mRNA-1_PANGA(
ORTHOMCL16805	augustus-utg000531l_pilon-processed-gene-0.9-mRNA-1_PANGA(
ORTHOMCL16806	augustus-utg000546l_pilon-processed-gene-2.23-mRNA-1_PANGA(
ORTHOMCL16807	augustus-utg000580l_pilon-processed-gene-0.8-mRNA-1_PANGA(
ORTHOMCL16808	augustus-utg000982l_pilon-processed-gene-0.0-mRNA-1_PANGA(
ORTHOMCL16809	lcl|CM022752.1_cds_KAF4093313.1_71_AMEIU(
ORTHOMCL16810	lcl|CM022752.1_cds_KAF4093377.1_140_AMEIU(
ORTHOMCL16811	lcl|CM022752.1_cds_KAF4093379.1_146_AMEIU(
ORTHOMCL16812	lcl|CM022752.1_cds_KAF4093384.1_151_AMEIU(
ORTHOMCL16813	lcl|CM022752.1_cds_KAF4093457.1_223_AMEIU(
ORTHOMCL16814	lcl|CM022752.1_cds_KAF4093470.1_220_AMEIU(
ORTHOMCL16815	lcl|CM022752.1_cds_KAF4093476.1_232_AMEIU(
ORTHOMCL16816	lcl|CM022752.1_cds_KAF4093537.1_301_AMEIU(
ORTHOMCL16817	lcl|CM022752.1_cds_KAF4093666.1_399_AMEIU(
ORTHOMCL16818	lcl|CM022752.1_cds_KAF4093855.1_618_AMEIU(
ORTHOMCL16819	lcl|CM022752.1_cds_KAF4093922.1_688_AMEIU(
ORTHOMCL16820	lcl|CM022752.1_cds_KAF4094032.1_802_AMEIU(
ORTHOMCL16821	lcl|CM022752.1_cds_KAF4094051.1_845_AMEIU(
ORTHOMCL16822	lcl|CM022752.1_cds_KAF4094097.1_853_AMEIU(
ORTHOMCL16823	lcl|CM022752.1_cds_KAF4094104.1_880_AMEIU(
ORTHOMCL16824	lcl|CM022752.1_cds_KAF4094182.1_924_AMEIU(
ORTHOMCL16825	lcl|CM022752.1_cds_KAF4094243.1_1005_AMEIU(
ORTHOMCL16826	lcl|CM022752.1_cds_KAF4094342.1_1101_AMEIU(
ORTHOMCL16827	lcl|CM022752.1_cds_KAF4094426.1_1215_AMEIU(
ORTHOMCL16828	lcl|CM022753.1_cds_KAF4092070.1_1362_AMEIU(
ORTHOMCL16829	lcl|CM022753.1_cds_KAF4092124.1_1416_AMEIU(
ORTHOMCL16830	lcl|CM022753.1_cds_KAF4092577.1_1866_AMEIU(
ORTHOMCL16831	lcl|CM022753.1_cds_KAF4092943.1_2178_AMEIU(
ORTHOMCL16832	lcl|CM022754.1_cds_KAF4090922.1_2608_AMEIU(
ORTHOMCL16833	lcl|CM022754.1_cds_KAF4091148.1_2839_AMEIU(
ORTHOMCL16834	lcl|CM022754.1_cds_KAF4091411.1_3102_AMEIU(
ORTHOMCL16835	lcl|CM022754.1_cds_KAF4091444.1_3125_AMEIU(
ORTHOMCL16836	lcl|CM022754.1_cds_KAF4091478.1_3176_AMEIU(
ORTHOMCL16837	lcl|CM022754.1_cds_KAF4091482.1_3182_AMEIU(
ORTHOMCL16838	lcl|CM022754.1_cds_KAF4091797.1_3489_AMEIU(
ORTHOMCL16839	lcl|CM022755.1_cds_KAF4090419.1_4248_AMEIU(
ORTHOMCL16840	lcl|CM022755.1_cds_KAF4090504.1_4274_AMEIU(
ORTHOMCL16841	lcl|CM022755.1_cds_KAF4090575.1_4382_AMEIU(
ORTHOMCL16842	lcl|CM022755.1_cds_KAF4090680.1_4567_AMEIU(
ORTHOMCL16843	lcl|CM022755.1_cds_KAF4090787.1_4647_AMEIU(
ORTHOMCL16844	lcl|CM022756.1_cds_KAF4088661.1_4724_AMEIU(
ORTHOMCL16845	lcl|CM022756.1_cds_KAF4088846.1_4914_AMEIU(
ORTHOMCL16846	lcl|CM022756.1_cds_KAF4089151.1_5215_AMEIU(
ORTHOMCL16847	lcl|CM022756.1_cds_KAF4089279.1_5337_AMEIU(
ORTHOMCL16848	lcl|CM022756.1_cds_KAF4089368.1_5423_AMEIU(
ORTHOMCL16849	lcl|CM022756.1_cds_KAF4089460.1_5495_AMEIU(
ORTHOMCL16850	lcl|CM022756.1_cds_KAF4089694.1_5734_AMEIU(
ORTHOMCL16851	lcl|CM022756.1_cds_KAF4089707.1_5789_AMEIU(
ORTHOMCL16852	lcl|CM022757.1_cds_KAF4087445.1_5871_AMEIU(
ORTHOMCL16853	lcl|CM022757.1_cds_KAF4087488.1_5902_AMEIU(
ORTHOMCL16854	lcl|CM022757.1_cds_KAF4087548.1_5964_AMEIU(
ORTHOMCL16855	lcl|CM022757.1_cds_KAF4087602.1_6026_AMEIU(
ORTHOMCL16856	lcl|CM022757.1_cds_KAF4087656.1_6089_AMEIU(
ORTHOMCL16857	lcl|CM022757.1_cds_KAF4087680.1_6103_AMEIU(
ORTHOMCL16858	lcl|CM022757.1_cds_KAF4087714.1_6147_AMEIU(
ORTHOMCL16859	lcl|CM022757.1_cds_KAF4088013.1_6442_AMEIU(
ORTHOMCL16860	lcl|CM022757.1_cds_KAF4088121.1_6569_AMEIU(
ORTHOMCL16861	lcl|CM022757.1_cds_KAF4088122.1_6570_AMEIU(
ORTHOMCL16862	lcl|CM022757.1_cds_KAF4088407.1_6751_AMEIU(
ORTHOMCL16863	lcl|CM022757.1_cds_KAF4088514.1_6887_AMEIU(
ORTHOMCL16864	lcl|CM022758.1_cds_KAF4086559.1_7061_AMEIU(
ORTHOMCL16865	lcl|CM022758.1_cds_KAF4086577.1_7081_AMEIU(
ORTHOMCL16866	lcl|CM022758.1_cds_KAF4086629.1_7131_AMEIU(
ORTHOMCL16867	lcl|CM022758.1_cds_KAF4086636.1_7136_AMEIU(
ORTHOMCL16868	lcl|CM022758.1_cds_KAF4086749.1_7249_AMEIU(
ORTHOMCL16869	lcl|CM022758.1_cds_KAF4086827.1_7329_AMEIU(
ORTHOMCL16870	lcl|CM022758.1_cds_KAF4087227.1_7721_AMEIU(
ORTHOMCL16871	lcl|CM022758.1_cds_KAF4087271.1_7754_AMEIU(
ORTHOMCL16872	lcl|CM022758.1_cds_KAF4087370.1_7875_AMEIU(
ORTHOMCL16873	lcl|CM022759.1_cds_KAF4085589.1_8060_AMEIU(
ORTHOMCL16874	lcl|CM022759.1_cds_KAF4086099.1_8560_AMEIU(
ORTHOMCL16875	lcl|CM022759.1_cds_KAF4086501.1_8974_AMEIU(
ORTHOMCL16876	lcl|CM022760.1_cds_KAF4084720.1_9158_AMEIU(
ORTHOMCL16877	lcl|CM022760.1_cds_KAF4084845.1_9281_AMEIU(
ORTHOMCL16878	lcl|CM022760.1_cds_KAF4085082.1_9521_AMEIU(
ORTHOMCL16879	lcl|CM022760.1_cds_KAF4085271.1_9736_AMEIU(
ORTHOMCL16880	lcl|CM022760.1_cds_KAF4085307.1_9723_AMEIU(
ORTHOMCL16881	lcl|CM022760.1_cds_KAF4085309.1_9727_AMEIU(
ORTHOMCL16882	lcl|CM022760.1_cds_KAF4085428.1_9903_AMEIU(
ORTHOMCL16883	lcl|CM022761.1_cds_KAF4084497.1_10781_AMEIU(
ORTHOMCL16884	lcl|CM022762.1_cds_KAF4082800.1_10885_AMEIU(
ORTHOMCL16885	lcl|CM022762.1_cds_KAF4083459.1_11542_AMEIU(
ORTHOMCL16886	lcl|CM022763.1_cds_KAF4081941.1_11851_AMEIU(
ORTHOMCL16887	lcl|CM022763.1_cds_KAF4082078.1_11990_AMEIU(
ORTHOMCL16888	lcl|CM022764.1_cds_KAF4080946.1_12670_AMEIU(
ORTHOMCL16889	lcl|CM022764.1_cds_KAF4081012.1_12733_AMEIU(
ORTHOMCL16890	lcl|CM022764.1_cds_KAF4081607.1_13356_AMEIU(
ORTHOMCL16891	lcl|CM022764.1_cds_KAF4081625.1_13332_AMEIU(
ORTHOMCL16892	lcl|CM022764.1_cds_KAF4081732.1_13452_AMEIU(
ORTHOMCL16893	lcl|CM022765.1_cds_KAF4080281.1_13811_AMEIU(
ORTHOMCL16894	lcl|CM022765.1_cds_KAF4080327.1_13857_AMEIU(
ORTHOMCL16895	lcl|CM022765.1_cds_KAF4080537.1_14073_AMEIU(
ORTHOMCL16896	lcl|CM022765.1_cds_KAF4080659.1_14188_AMEIU(
ORTHOMCL16897	lcl|CM022765.1_cds_KAF4080829.1_14378_AMEIU(
ORTHOMCL16898	lcl|CM022765.1_cds_KAF4080870.1_14405_AMEIU(
ORTHOMCL16899	lcl|CM022766.1_cds_KAF4079784.1_14884_AMEIU(
ORTHOMCL16900	lcl|CM022767.1_cds_KAF4078759.1_15149_AMEIU(
ORTHOMCL16901	lcl|CM022767.1_cds_KAF4078765.1_15134_AMEIU(
ORTHOMCL16902	lcl|CM022768.1_cds_KAF4077945.1_15901_AMEIU(
ORTHOMCL16903	lcl|CM022768.1_cds_KAF4077987.1_15925_AMEIU(
ORTHOMCL16904	lcl|CM022768.1_cds_KAF4078385.1_16337_AMEIU(
ORTHOMCL16905	lcl|CM022769.1_cds_KAF4077292.1_17030_AMEIU(
ORTHOMCL16906	lcl|CM022769.1_cds_KAF4077427.1_17160_AMEIU(
ORTHOMCL16907	lcl|CM022769.1_cds_KAF4077528.1_17253_AMEIU(
ORTHOMCL16908	lcl|CM022770.1_cds_KAF4076334.1_17638_AMEIU(
ORTHOMCL16909	lcl|CM022770.1_cds_KAF4076699.1_18001_AMEIU(
ORTHOMCL16910	lcl|CM022770.1_cds_KAF4076706.1_18010_AMEIU(
ORTHOMCL16911	lcl|CM022770.1_cds_KAF4076777.1_18083_AMEIU(
ORTHOMCL16912	lcl|CM022770.1_cds_KAF4076900.1_18198_AMEIU(
ORTHOMCL16913	lcl|CM022770.1_cds_KAF4076916.1_18219_AMEIU(
ORTHOMCL16914	lcl|CM022771.1_cds_KAF4075618.1_18253_AMEIU(
ORTHOMCL16915	lcl|CM022771.1_cds_KAF4076158.1_18801_AMEIU(
ORTHOMCL16916	lcl|CM022772.1_cds_KAF4074907.1_18936_AMEIU(
ORTHOMCL16917	lcl|CM022772.1_cds_KAF4074910.1_18942_AMEIU(
ORTHOMCL16918	lcl|CM022772.1_cds_KAF4075372.1_19407_AMEIU(
ORTHOMCL16919	lcl|CM022772.1_cds_KAF4075409.1_19446_AMEIU(
ORTHOMCL16920	lcl|CM022772.1_cds_KAF4075485.1_19518_AMEIU(
ORTHOMCL16921	lcl|CM022772.1_cds_KAF4075566.1_19596_AMEIU(
ORTHOMCL16922	lcl|CM022773.1_cds_KAF4074257.1_19753_AMEIU(
ORTHOMCL16923	lcl|CM022773.1_cds_KAF4074289.1_19773_AMEIU(
ORTHOMCL16924	lcl|CM022773.1_cds_KAF4074542.1_20035_AMEIU(
ORTHOMCL16925	lcl|CM022773.1_cds_KAF4074611.1_20101_AMEIU(
ORTHOMCL16926	lcl|CM022773.1_cds_KAF4074715.1_20199_AMEIU(
ORTHOMCL16927	lcl|CM022773.1_cds_KAF4074818.1_20283_AMEIU(
ORTHOMCL16928	lcl|CM022774.1_cds_KAF4073592.1_20440_AMEIU(
ORTHOMCL16929	lcl|CM022774.1_cds_KAF4073637.1_20481_AMEIU(
ORTHOMCL16930	lcl|CM022774.1_cds_KAF4073759.1_20602_AMEIU(
ORTHOMCL16931	lcl|CM022774.1_cds_KAF4073851.1_20699_AMEIU(
ORTHOMCL16932	lcl|CM022775.1_cds_KAF4072761.1_21003_AMEIU(
ORTHOMCL16933	lcl|CM022775.1_cds_KAF4072765.1_20972_AMEIU(
ORTHOMCL16934	lcl|CM022775.1_cds_KAF4072773.1_20985_AMEIU(
ORTHOMCL16935	lcl|CM022775.1_cds_KAF4072790.1_21022_AMEIU(
ORTHOMCL16936	lcl|CM022775.1_cds_KAF4072798.1_21013_AMEIU(
ORTHOMCL16937	lcl|CM022775.1_cds_KAF4072957.1_21185_AMEIU(
ORTHOMCL16938	lcl|CM022775.1_cds_KAF4073023.1_21251_AMEIU(
ORTHOMCL16939	lcl|CM022775.1_cds_KAF4073060.1_21295_AMEIU(
ORTHOMCL16940	lcl|CM022775.1_cds_KAF4073311.1_21523_AMEIU(
ORTHOMCL16941	lcl|CM022775.1_cds_KAF4073316.1_21542_AMEIU(
ORTHOMCL16942	lcl|CM022775.1_cds_KAF4073424.1_21639_AMEIU(
ORTHOMCL16943	lcl|CM022775.1_cds_KAF4073432.1_21669_AMEIU(
ORTHOMCL16944	lcl|CM022776.1_cds_KAF4072283.1_21857_AMEIU(
ORTHOMCL16945	lcl|CM022776.1_cds_KAF4072372.1_21947_AMEIU(
ORTHOMCL16946	lcl|CM022776.1_cds_KAF4072421.1_22005_AMEIU(
ORTHOMCL16947	lcl|CM022776.1_cds_KAF4072639.1_22222_AMEIU(
ORTHOMCL16948	lcl|CM022776.1_cds_KAF4072715.1_22283_AMEIU(
ORTHOMCL16949	lcl|CM022776.1_cds_KAF4072742.1_22311_AMEIU(
ORTHOMCL16950	lcl|CM022777.1_cds_KAF4071797.1_22361_AMEIU(
ORTHOMCL16951	lcl|CM022777.1_cds_KAF4071866.1_22434_AMEIU(
ORTHOMCL16952	lcl|CM022777.1_cds_KAF4071872.1_22442_AMEIU(
ORTHOMCL16953	lcl|CM022777.1_cds_KAF4071942.1_22516_AMEIU(
ORTHOMCL16954	lcl|CM022777.1_cds_KAF4071981.1_22555_AMEIU(
ORTHOMCL16955	lcl|CM022777.1_cds_KAF4072049.1_22625_AMEIU(
ORTHOMCL16956	lcl|CM022777.1_cds_KAF4072095.1_22662_AMEIU(
ORTHOMCL16957	lcl|CM022778.1_cds_KAF4071269.1_22721_AMEIU(
ORTHOMCL16958	lcl|CM022778.1_cds_KAF4071278.1_22735_AMEIU(
ORTHOMCL16959	lcl|CM022778.1_cds_KAF4071304.1_22755_AMEIU(
ORTHOMCL16960	lcl|CM022778.1_cds_KAF4071406.1_22865_AMEIU(
ORTHOMCL16961	lcl|CM022778.1_cds_KAF4071514.1_22959_AMEIU(
ORTHOMCL16962	lcl|CM022778.1_cds_KAF4071517.1_22970_AMEIU(
ORTHOMCL16963	lcl|CM022780.1_cds_KAF4070336.1_23770_AMEIU(
ORTHOMCL16964	lcl|CM022780.1_cds_KAF4070366.1_23819_AMEIU(
ORTHOMCL16965	lcl|CM022780.1_cds_KAF4070588.1_24034_AMEIU(
ORTHOMCL16966	lcl|CP034975.1_cds_TNN04437.1_1466_TAKIF(
ORTHOMCL16967	lcl|CP034976.1_cds_TNN02656.1_10142_TAKIF(
ORTHOMCL16968	lcl|CP034977.1_cds_TNN01490.1_10871_TAKIF(
ORTHOMCL16969	lcl|CP034979.1_cds_TNM99389.1_12421_TAKIF(
ORTHOMCL16970	lcl|CP034979.1_cds_TNM99695.1_12727_TAKIF(
ORTHOMCL16971	lcl|CP034979.1_cds_TNM99860.1_12892_TAKIF(
ORTHOMCL16972	lcl|CP034979.1_cds_TNM99911.1_12943_TAKIF(
ORTHOMCL16973	lcl|CP034979.1_cds_TNM99912.1_12944_TAKIF(
ORTHOMCL16974	lcl|CP034982.1_cds_TNM96720.1_14875_TAKIF(
ORTHOMCL16975	lcl|CP034984.1_cds_TNM95487.1_16569_TAKIF(
ORTHOMCL16976	lcl|CP034986.1_cds_TNM93375.1_1551_TAKIF(
ORTHOMCL16977	lcl|CP034987.1_cds_TNM93064.1_17659_TAKIF(
ORTHOMCL16978	lcl|CP034992.1_cds_TNM88917.1_5171_TAKIF(
ORTHOMCL16979	lcl|VCAZ01000001.1_cds_TSK13573.1_5432_BAGAR(
ORTHOMCL16980	lcl|VCAZ01000002.1_cds_TSK14835.1_8393_BAGAR(
ORTHOMCL16981	lcl|VCAZ01000011.1_cds_TSK38470.1_17111_BAGAR(
ORTHOMCL16982	lcl|VCAZ01000018.1_cds_TSK67287.1_6310_BAGAR(
ORTHOMCL16983	lcl|VCAZ01000020.1_cds_TSK77028.1_6763_BAGAR(
ORTHOMCL16984	lcl|VCAZ01000030.1_cds_TSL34536.1_9427_BAGAR(
ORTHOMCL16985	lcl|VCAZ01000035.1_cds_TSL68250.1_7789_BAGAR(
ORTHOMCL16986	lcl|VCAZ01000049.1_cds_TSM77326.1_7920_BAGAR(
ORTHOMCL16987	lcl|VCAZ01000051.1_cds_TSM94646.1_12090_BAGAR(
ORTHOMCL16988	lcl|VCAZ01000054.1_cds_TSN21152.1_12896_BAGAR(
ORTHOMCL16989	lcl|VCAZ01000070.1_cds_TSO77735.1_13712_BAGAR(
ORTHOMCL16990	lcl|VCAZ01000072.1_cds_TSO98544.1_14994_BAGAR(
ORTHOMCL16991	lcl|VCAZ01000079.1_cds_TSP79507.1_14749_BAGAR(
ORTHOMCL16992	lcl|VCAZ01000095.1_cds_TSR63309.1_16904_BAGAR(
ORTHOMCL16993	lcl|VCAZ01000102.1_cds_TSS48089.1_324_BAGAR(
ORTHOMCL16994	lcl|VCAZ01000107.1_cds_TST10030.1_411_BAGAR(
ORTHOMCL16995	lcl|VCAZ01000115.1_cds_TSU11357.1_988_BAGAR(
ORTHOMCL16996	lcl|VCAZ01000159.1_cds_TTA11854.1_3730_BAGAR(
ORTHOMCL16997	lcl|VCAZ01000174.1_cds_TTC29623.1_3619_BAGAR(
ORTHOMCL16998	lcl|VCAZ01000279.1_cds_TTS65540.1_7094_BAGAR(
ORTHOMCL16999	lcl|VCAZ01000386.1_cds_TUK42444.1_9400_BAGAR(
ORTHOMCL17000	maker-utg000006l_pilon-augustus-gene-14.23-mRNA-1_PANGA(
ORTHOMCL17001	maker-utg000018l_pilon-augustus-gene-0.19-mRNA-1_PANGA(
ORTHOMCL17002	maker-utg000035l_pilon-augustus-gene-1.30-mRNA-1_PANGA(
ORTHOMCL17003	maker-utg000049l_pilon-augustus-gene-14.17-mRNA-1_PANGA(
ORTHOMCL17004	maker-utg000080l_pilon-augustus-gene-0.20-mRNA-1_PANGA(
ORTHOMCL17005	maker-utg000080l_pilon-augustus-gene-0.22-mRNA-1_PANGA(
ORTHOMCL17006	maker-utg000092l_pilon-augustus-gene-6.26-mRNA-1_PANGA(
ORTHOMCL17007	maker-utg000093l_pilon-augustus-gene-10.16-mRNA-1_PANGA(
ORTHOMCL17008	maker-utg000134l_pilon-augustus-gene-3.12-mRNA-1_PANGA(
ORTHOMCL17009	maker-utg000158l_pilon-augustus-gene-1.29-mRNA-1_PANGA(
ORTHOMCL17010	maker-utg000178l_pilon-augustus-gene-2.12-mRNA-1_PANGA(
ORTHOMCL17011	maker-utg000179l_pilon-augustus-gene-0.17-mRNA-1_PANGA(
ORTHOMCL17012	maker-utg000186l_pilon-augustus-gene-0.8-mRNA-1_PANGA(
ORTHOMCL17013	maker-utg000202l_pilon-augustus-gene-6.6-mRNA-1_PANGA(
ORTHOMCL17014	maker-utg000211l_pilon-augustus-gene-3.17-mRNA-1_PANGA(
ORTHOMCL17015	maker-utg000216l_pilon-augustus-gene-4.54-mRNA-1_PANGA(
ORTHOMCL17016	maker-utg000218l_pilon-augustus-gene-0.18-mRNA-1_PANGA(
ORTHOMCL17017	maker-utg000244l_pilon-augustus-gene-8.24-mRNA-1_PANGA(
ORTHOMCL17018	maker-utg000244l_pilon-augustus-gene-8.29-mRNA-1_PANGA(
ORTHOMCL17019	maker-utg000251l_pilon-augustus-gene-1.32-mRNA-1_PANGA(
ORTHOMCL17020	maker-utg000270l_pilon-augustus-gene-0.25-mRNA-1_PANGA(
ORTHOMCL17021	maker-utg000334l_pilon-augustus-gene-2.12-mRNA-1_PANGA(
ORTHOMCL17022	maker-utg000389l_pilon-augustus-gene-0.21-mRNA-1_PANGA(
ORTHOMCL17023	maker-utg000392l_pilon-augustus-gene-0.20-mRNA-1_PANGA(
ORTHOMCL17024	maker-utg000406l_pilon-augustus-gene-7.3-mRNA-1_PANGA(
ORTHOMCL17025	maker-utg000412l_pilon-augustus-gene-3.102-mRNA-1_PANGA(
ORTHOMCL17026	maker-utg000423l_pilon-augustus-gene-8.16-mRNA-1_PANGA(
ORTHOMCL17027	maker-utg000636l_pilon-augustus-gene-0.14-mRNA-1_PANGA(
ORTHOMCL17028	maker-utg000887l_pilon-augustus-gene-0.34-mRNA-1_PANGA(
ORTHOMCL17029	maker-utg000910l_pilon-augustus-gene-0.38-mRNA-1_PANGA(
ORTHOMCL17030	maker-utg000979l_pilon-augustus-gene-0.35-mRNA-1_PANGA(
ORTHOMCL17031	rna-XM_017450864.1_ICTAL(
ORTHOMCL17032	rna-XM_017451353.1_ICTAL(
ORTHOMCL17033	rna-XM_017451554.1_ICTAL(
ORTHOMCL17034	rna-XM_017451683.1_ICTAL(
ORTHOMCL17035	rna-XM_017452813.1_ICTAL(
ORTHOMCL17036	rna-XM_017454059.1_ICTAL(
ORTHOMCL17037	rna-XM_017455265.1_ICTAL(
ORTHOMCL17038	rna-XM_017455503.1_ICTAL(
ORTHOMCL17039	rna-XM_017455576.1_ICTAL(
ORTHOMCL17040	rna-XM_017455917.1_ICTAL(
ORTHOMCL17041	rna-XM_017455985.1_ICTAL(
ORTHOMCL17042	rna-XM_017457030.1_ICTAL(
