ORTHOMCL1	ENSDARG00000034095_ZEBRA
ORTHOMCL13475	ENSDARG00000006939_ZEBRA
ORTHOMCL13476	ENSDARG00000007086_ZEBRA
ORTHOMCL13477	ENSDARG00000007204_ZEBRA
ORTHOMCL13478	ENSDARG00000007409_ZEBRA
ORTHOMCL13479	ENSDARG00000007609_ZEBRA
ORTHOMCL13480	ENSDARG00000007864_ZEBRA
ORTHOMCL13481	ENSDARG00000008131_ZEBRA
ORTHOMCL13482	ENSDARG00000008732_ZEBRA
ORTHOMCL13483	ENSDARG00000008886_ZEBRA
ORTHOMCL13484	ENSDARG00000009040_ZEBRA
ORTHOMCL13485	ENSDARG00000009484_ZEBRA
ORTHOMCL13486	ENSDARG00000009702_ZEBRA
ORTHOMCL13488	ENSDARG00000009949_ZEBRA
ORTHOMCL13489	ENSDARG00000010442_ZEBRA
ORTHOMCL13490	ENSDARG00000010482_ZEBRA
ORTHOMCL13491	ENSDARG00000010602_ZEBRA
ORTHOMCL13493	ENSDARG00000011168_ZEBRA
ORTHOMCL13494	ENSDARG00000011334_ZEBRA
ORTHOMCL13496	ENSDARG00000011498_ZEBRA
ORTHOMCL13497	ENSDARG00000011635_ZEBRA
ORTHOMCL13498	ENSDARG00000011683_ZEBRA
ORTHOMCL13499	ENSDARG00000011929_ZEBRA
ORTHOMCL13500	ENSDARG00000011989_ZEBRA
ORTHOMCL13501	ENSDARG00000012005_ZEBRA
ORTHOMCL13503	ENSDARG00000012311_ZEBRA
ORTHOMCL13504	ENSDARG00000012388_ZEBRA
ORTHOMCL13505	ENSDARG00000012777_ZEBRA
ORTHOMCL13506	ENSDARG00000013174_ZEBRA
ORTHOMCL13508	ENSDARG00000014190_ZEBRA
ORTHOMCL13509	ENSDARG00000014565_ZEBRA
ORTHOMCL13510	ENSDARG00000014763_ZEBRA
ORTHOMCL13511	ENSDARG00000014805_ZEBRA
ORTHOMCL13512	ENSDARG00000014914_ZEBRA
ORTHOMCL13514	ENSDARG00000014956_ZEBRA
ORTHOMCL13515	ENSDARG00000015310_ZEBRA
ORTHOMCL13516	ENSDARG00000015906_ZEBRA
ORTHOMCL13517	ENSDARG00000016391_ZEBRA
ORTHOMCL13518	ENSDARG00000016788_ZEBRA
ORTHOMCL13519	ENSDARG00000017078_ZEBRA
ORTHOMCL13520	ENSDARG00000017105_ZEBRA
ORTHOMCL13521	ENSDARG00000017121_ZEBRA
ORTHOMCL13522	ENSDARG00000017386_ZEBRA
ORTHOMCL13523	ENSDARG00000017474_ZEBRA
ORTHOMCL13524	ENSDARG00000017579_ZEBRA
ORTHOMCL13526	ENSDARG00000017917_ZEBRA
ORTHOMCL13527	ENSDARG00000018145_ZEBRA
ORTHOMCL13528	ENSDARG00000018958_ZEBRA
ORTHOMCL13529	ENSDARG00000019045_ZEBRA
ORTHOMCL13530	ENSDARG00000019365_ZEBRA
ORTHOMCL13531	ENSDARG00000019442_ZEBRA
ORTHOMCL13532	ENSDARG00000019659_ZEBRA
ORTHOMCL13533	ENSDARG00000019741_ZEBRA
ORTHOMCL13534	ENSDARG00000020132_ZEBRA
ORTHOMCL13535	ENSDARG00000020427_ZEBRA
ORTHOMCL13537	ENSDARG00000020814_ZEBRA
ORTHOMCL13538	ENSDARG00000021149_ZEBRA
ORTHOMCL13539	ENSDARG00000021201_ZEBRA
ORTHOMCL13540	ENSDARG00000021497_ZEBRA
ORTHOMCL13541	ENSDARG00000021806_ZEBRA
ORTHOMCL13542	ENSDARG00000021936_ZEBRA
ORTHOMCL13543	ENSDARG00000022260_ZEBRA
ORTHOMCL13544	ENSDARG00000022795_ZEBRA
ORTHOMCL13545	ENSDARG00000022891_ZEBRA
ORTHOMCL13546	ENSDARG00000022934_ZEBRA
ORTHOMCL13547	ENSDARG00000023963_ZEBRA
ORTHOMCL13548	ENSDARG00000024195_ZEBRA
ORTHOMCL13549	ENSDARG00000024211_ZEBRA
ORTHOMCL13550	ENSDARG00000024212_ZEBRA
ORTHOMCL13552	ENSDARG00000024815_ZEBRA
ORTHOMCL13554	ENSDARG00000025309_ZEBRA
ORTHOMCL13555	ENSDARG00000025340_ZEBRA
ORTHOMCL13557	ENSDARG00000025478_ZEBRA
ORTHOMCL13558	ENSDARG00000025600_ZEBRA
ORTHOMCL13560	ENSDARG00000025912_ZEBRA
ORTHOMCL13561	ENSDARG00000025943_ZEBRA
ORTHOMCL13562	ENSDARG00000026095_ZEBRA
ORTHOMCL13564	ENSDARG00000026406_ZEBRA
ORTHOMCL13565	ENSDARG00000026417_ZEBRA
ORTHOMCL13566	ENSDARG00000026616_ZEBRA
ORTHOMCL13567	ENSDARG00000026709_ZEBRA
ORTHOMCL13569	ENSDARG00000026764_ZEBRA
ORTHOMCL13570	ENSDARG00000026821_ZEBRA
ORTHOMCL13571	ENSDARG00000026864_ZEBRA
ORTHOMCL13572	ENSDARG00000026875_ZEBRA
ORTHOMCL13573	ENSDARG00000027391_ZEBRA
ORTHOMCL13574	ENSDARG00000027495_ZEBRA
ORTHOMCL13575	ENSDARG00000027658_ZEBRA
ORTHOMCL13576	ENSDARG00000027799_ZEBRA
ORTHOMCL13578	ENSDARG00000028295_ZEBRA
ORTHOMCL13579	ENSDARG00000028333_ZEBRA
ORTHOMCL13580	ENSDARG00000028343_ZEBRA
ORTHOMCL13581	ENSDARG00000028514_ZEBRA
ORTHOMCL13582	ENSDARG00000028664_ZEBRA
ORTHOMCL13583	ENSDARG00000028846_ZEBRA
ORTHOMCL13584	ENSDARG00000028957_ZEBRA
ORTHOMCL13585	ENSDARG00000029039_ZEBRA
ORTHOMCL13586	ENSDARG00000029290_ZEBRA
ORTHOMCL13587	ENSDARG00000029479_ZEBRA
ORTHOMCL13588	ENSDARG00000029848_ZEBRA
ORTHOMCL13589	ENSDARG00000030078_ZEBRA
ORTHOMCL13590	ENSDARG00000030094_ZEBRA
ORTHOMCL13591	ENSDARG00000030155_ZEBRA
ORTHOMCL13592	ENSDARG00000030262_ZEBRA
ORTHOMCL13593	ENSDARG00000030896_ZEBRA
ORTHOMCL13594	ENSDARG00000030914_ZEBRA
ORTHOMCL13596	ENSDARG00000031495_ZEBRA
ORTHOMCL13597	ENSDARG00000031616_ZEBRA
ORTHOMCL13598	ENSDARG00000031649_ZEBRA
ORTHOMCL13599	ENSDARG00000031664_ZEBRA
ORTHOMCL13600	ENSDARG00000032575_ZEBRA
ORTHOMCL13601	ENSDARG00000032705_ZEBRA
ORTHOMCL13602	ENSDARG00000033056_ZEBRA
ORTHOMCL13604	ENSDARG00000033400_ZEBRA
ORTHOMCL13605	ENSDARG00000033501_ZEBRA
ORTHOMCL13607	ENSDARG00000033971_ZEBRA
ORTHOMCL13608	ENSDARG00000034605_ZEBRA
ORTHOMCL13609	ENSDARG00000034895_ZEBRA
ORTHOMCL13610	ENSDARG00000035088_ZEBRA
ORTHOMCL13611	ENSDARG00000035133_ZEBRA
ORTHOMCL13612	ENSDARG00000035184_ZEBRA
ORTHOMCL13613	ENSDARG00000035422_ZEBRA
ORTHOMCL13615	ENSDARG00000035609_ZEBRA
ORTHOMCL13616	ENSDARG00000035663_ZEBRA
ORTHOMCL13617	ENSDARG00000035678_ZEBRA
ORTHOMCL13618	ENSDARG00000035734_ZEBRA
ORTHOMCL13619	ENSDARG00000035832_ZEBRA
ORTHOMCL13620	ENSDARG00000036008_ZEBRA
ORTHOMCL13621	ENSDARG00000036051_ZEBRA
ORTHOMCL13622	ENSDARG00000036227_ZEBRA
ORTHOMCL13623	ENSDARG00000036243_ZEBRA
ORTHOMCL13624	ENSDARG00000036382_ZEBRA
ORTHOMCL13625	ENSDARG00000036385_ZEBRA
ORTHOMCL13626	ENSDARG00000036426_ZEBRA
ORTHOMCL13627	ENSDARG00000036483_ZEBRA
ORTHOMCL13628	ENSDARG00000036851_ZEBRA
ORTHOMCL13629	ENSDARG00000036876_ZEBRA
ORTHOMCL13630	ENSDARG00000036894_ZEBRA
ORTHOMCL13631	ENSDARG00000036940_ZEBRA
ORTHOMCL13632	ENSDARG00000037062_ZEBRA
ORTHOMCL13633	ENSDARG00000037244_ZEBRA
ORTHOMCL13634	ENSDARG00000037292_ZEBRA
ORTHOMCL13635	ENSDARG00000037475_ZEBRA
ORTHOMCL13636	ENSDARG00000037613_ZEBRA
ORTHOMCL13637	ENSDARG00000037679_ZEBRA
ORTHOMCL13638	ENSDARG00000037813_ZEBRA
ORTHOMCL13639	ENSDARG00000037852_ZEBRA
ORTHOMCL13640	ENSDARG00000037860_ZEBRA
ORTHOMCL13641	ENSDARG00000037946_ZEBRA
ORTHOMCL13642	ENSDARG00000037967_ZEBRA
ORTHOMCL13643	ENSDARG00000038288_ZEBRA
ORTHOMCL13645	ENSDARG00000038541_ZEBRA
ORTHOMCL13647	ENSDARG00000038876_ZEBRA
ORTHOMCL13648	ENSDARG00000038956_ZEBRA
ORTHOMCL13649	ENSDARG00000039162_ZEBRA
ORTHOMCL13650	ENSDARG00000039238_ZEBRA
ORTHOMCL13651	ENSDARG00000039341_ZEBRA
ORTHOMCL13652	ENSDARG00000039444_ZEBRA
ORTHOMCL13653	ENSDARG00000039453_ZEBRA
ORTHOMCL13654	ENSDARG00000039468_ZEBRA
ORTHOMCL13656	ENSDARG00000039483_ZEBRA
ORTHOMCL13657	ENSDARG00000039615_ZEBRA
ORTHOMCL13658	ENSDARG00000039682_ZEBRA
ORTHOMCL13659	ENSDARG00000039687_ZEBRA
ORTHOMCL13661	ENSDARG00000039871_ZEBRA
ORTHOMCL13662	ENSDARG00000039949_ZEBRA
ORTHOMCL13663	ENSDARG00000039964_ZEBRA
ORTHOMCL13665	ENSDARG00000040158_ZEBRA
ORTHOMCL13666	ENSDARG00000040159_ZEBRA
ORTHOMCL13667	ENSDARG00000040178_ZEBRA
ORTHOMCL13668	ENSDARG00000040282_ZEBRA
ORTHOMCL13669	ENSDARG00000040321_ZEBRA
ORTHOMCL13671	ENSDARG00000040503_ZEBRA
ORTHOMCL13672	ENSDARG00000040628_ZEBRA
ORTHOMCL13673	ENSDARG00000040928_ZEBRA
ORTHOMCL13674	ENSDARG00000040955_ZEBRA
ORTHOMCL13675	ENSDARG00000040965_ZEBRA
ORTHOMCL13676	ENSDARG00000041033_ZEBRA
ORTHOMCL13677	ENSDARG00000041051_ZEBRA
ORTHOMCL13678	ENSDARG00000041375_ZEBRA
ORTHOMCL13679	ENSDARG00000041382_ZEBRA
ORTHOMCL13680	ENSDARG00000041413_ZEBRA
ORTHOMCL13681	ENSDARG00000041602_ZEBRA
ORTHOMCL13686	ENSDARG00000042000_ZEBRA
ORTHOMCL13687	ENSDARG00000042096_ZEBRA
ORTHOMCL13688	ENSDARG00000042215_ZEBRA
ORTHOMCL13689	ENSDARG00000042231_ZEBRA
ORTHOMCL13690	ENSDARG00000042247_ZEBRA
ORTHOMCL13692	ENSDARG00000042583_ZEBRA
ORTHOMCL13693	ENSDARG00000042759_ZEBRA
ORTHOMCL13694	ENSDARG00000042969_ZEBRA
ORTHOMCL13695	ENSDARG00000042989_ZEBRA
ORTHOMCL13697	ENSDARG00000043012_ZEBRA
ORTHOMCL13698	ENSDARG00000043133_ZEBRA
ORTHOMCL13699	ENSDARG00000043446_ZEBRA
ORTHOMCL13700	ENSDARG00000043485_ZEBRA
ORTHOMCL13702	ENSDARG00000043604_ZEBRA
ORTHOMCL13703	ENSDARG00000043664_ZEBRA
ORTHOMCL13704	ENSDARG00000043781_ZEBRA
ORTHOMCL13705	ENSDARG00000043899_ZEBRA
ORTHOMCL13706	ENSDARG00000043907_ZEBRA
ORTHOMCL13707	ENSDARG00000043932_ZEBRA
ORTHOMCL13708	ENSDARG00000044013_ZEBRA
ORTHOMCL13709	ENSDARG00000044091_ZEBRA
ORTHOMCL13710	ENSDARG00000044092_ZEBRA
ORTHOMCL13712	ENSDARG00000044301_ZEBRA
ORTHOMCL13713	ENSDARG00000044512_ZEBRA
ORTHOMCL13714	ENSDARG00000044541_ZEBRA
ORTHOMCL13715	ENSDARG00000044545_ZEBRA
ORTHOMCL13717	ENSDARG00000044612_ZEBRA
ORTHOMCL13719	ENSDARG00000044676_ZEBRA
ORTHOMCL13720	ENSDARG00000044684_ZEBRA
ORTHOMCL13721	ENSDARG00000044754_ZEBRA
ORTHOMCL13722	ENSDARG00000044769_ZEBRA
ORTHOMCL13723	ENSDARG00000044895_ZEBRA
ORTHOMCL13724	ENSDARG00000045003_ZEBRA
ORTHOMCL13725	ENSDARG00000045075_ZEBRA
ORTHOMCL13727	ENSDARG00000045141_ZEBRA
ORTHOMCL13728	ENSDARG00000045144_ZEBRA
ORTHOMCL13729	ENSDARG00000045145_ZEBRA
ORTHOMCL13730	ENSDARG00000045240_ZEBRA
ORTHOMCL13731	ENSDARG00000045265_ZEBRA
ORTHOMCL13733	ENSDARG00000045298_ZEBRA
ORTHOMCL13734	ENSDARG00000045306_ZEBRA
ORTHOMCL13735	ENSDARG00000045427_ZEBRA
ORTHOMCL13738	ENSDARG00000046007_ZEBRA
ORTHOMCL13739	ENSDARG00000046045_ZEBRA
ORTHOMCL13740	ENSDARG00000046048_ZEBRA
ORTHOMCL13741	ENSDARG00000046142_ZEBRA
ORTHOMCL13742	ENSDARG00000046143_ZEBRA
ORTHOMCL13743	ENSDARG00000051809_ZEBRA
ORTHOMCL13744	ENSDARG00000051975_ZEBRA
ORTHOMCL13745	ENSDARG00000051981_ZEBRA
ORTHOMCL13747	ENSDARG00000052019_ZEBRA
ORTHOMCL13749	ENSDARG00000052263_ZEBRA
ORTHOMCL13750	ENSDARG00000052288_ZEBRA
ORTHOMCL13751	ENSDARG00000052512_ZEBRA
ORTHOMCL13752	ENSDARG00000052515_ZEBRA
ORTHOMCL13753	ENSDARG00000052517_ZEBRA
ORTHOMCL13754	ENSDARG00000053091_ZEBRA
ORTHOMCL13755	ENSDARG00000053201_ZEBRA
ORTHOMCL13756	ENSDARG00000053227_ZEBRA
ORTHOMCL13757	ENSDARG00000053260_ZEBRA
ORTHOMCL13758	ENSDARG00000053358_ZEBRA
ORTHOMCL13759	ENSDARG00000053370_ZEBRA
ORTHOMCL13760	ENSDARG00000053833_ZEBRA
ORTHOMCL13761	ENSDARG00000053836_ZEBRA
ORTHOMCL13762	ENSDARG00000053854_ZEBRA
ORTHOMCL13763	ENSDARG00000053862_ZEBRA
ORTHOMCL13764	ENSDARG00000053896_ZEBRA
ORTHOMCL13765	ENSDARG00000053963_ZEBRA
ORTHOMCL13766	ENSDARG00000054025_ZEBRA
ORTHOMCL13767	ENSDARG00000054026_ZEBRA
ORTHOMCL13769	ENSDARG00000054203_ZEBRA
ORTHOMCL13770	ENSDARG00000054237_ZEBRA
ORTHOMCL13771	ENSDARG00000054324_ZEBRA
ORTHOMCL13772	ENSDARG00000054543_ZEBRA
ORTHOMCL13773	ENSDARG00000054718_ZEBRA
ORTHOMCL13775	ENSDARG00000054844_ZEBRA
ORTHOMCL13776	ENSDARG00000054878_ZEBRA
ORTHOMCL13777	ENSDARG00000055011_ZEBRA
ORTHOMCL13778	ENSDARG00000055317_ZEBRA
ORTHOMCL13779	ENSDARG00000055536_ZEBRA
ORTHOMCL13780	ENSDARG00000055589_ZEBRA
ORTHOMCL13781	ENSDARG00000055656_ZEBRA
ORTHOMCL13782	ENSDARG00000055934_ZEBRA
ORTHOMCL13784	ENSDARG00000056092_ZEBRA
ORTHOMCL13786	ENSDARG00000056396_ZEBRA
ORTHOMCL13787	ENSDARG00000056406_ZEBRA
ORTHOMCL13788	ENSDARG00000056458_ZEBRA
ORTHOMCL13789	ENSDARG00000056469_ZEBRA
ORTHOMCL13790	ENSDARG00000056511_ZEBRA
ORTHOMCL13791	ENSDARG00000056791_ZEBRA
ORTHOMCL13793	ENSDARG00000057004_ZEBRA
ORTHOMCL13794	ENSDARG00000057111_ZEBRA
ORTHOMCL13796	ENSDARG00000057479_ZEBRA
ORTHOMCL13797	ENSDARG00000057575_ZEBRA
ORTHOMCL13798	ENSDARG00000057619_ZEBRA
ORTHOMCL13799	ENSDARG00000057706_ZEBRA
ORTHOMCL13800	ENSDARG00000057707_ZEBRA
ORTHOMCL13802	ENSDARG00000057743_ZEBRA
ORTHOMCL13803	ENSDARG00000057833_ZEBRA
ORTHOMCL13804	ENSDARG00000058032_ZEBRA
ORTHOMCL13805	ENSDARG00000058058_ZEBRA
ORTHOMCL13806	ENSDARG00000058117_ZEBRA
ORTHOMCL13807	ENSDARG00000058120_ZEBRA
ORTHOMCL13808	ENSDARG00000058232_ZEBRA
ORTHOMCL13809	ENSDARG00000058381_ZEBRA
ORTHOMCL13810	ENSDARG00000058389_ZEBRA
ORTHOMCL13811	ENSDARG00000058682_ZEBRA
ORTHOMCL13812	ENSDARG00000058774_ZEBRA
ORTHOMCL13813	ENSDARG00000058804_ZEBRA
ORTHOMCL13814	ENSDARG00000058874_ZEBRA
ORTHOMCL13815	ENSDARG00000058880_ZEBRA
ORTHOMCL13816	ENSDARG00000059001_ZEBRA
ORTHOMCL13817	ENSDARG00000059109_ZEBRA
ORTHOMCL13818	ENSDARG00000059252_ZEBRA
ORTHOMCL13820	ENSDARG00000059267_ZEBRA
ORTHOMCL13821	ENSDARG00000059507_ZEBRA
ORTHOMCL13822	ENSDARG00000059679_ZEBRA
ORTHOMCL13823	ENSDARG00000059719_ZEBRA
ORTHOMCL13824	ENSDARG00000059854_ZEBRA
ORTHOMCL13825	ENSDARG00000059886_ZEBRA
ORTHOMCL13826	ENSDARG00000059903_ZEBRA
ORTHOMCL13827	ENSDARG00000059948_ZEBRA
ORTHOMCL13828	ENSDARG00000060236_ZEBRA
ORTHOMCL13829	ENSDARG00000060400_ZEBRA
ORTHOMCL13830	ENSDARG00000061145_ZEBRA
ORTHOMCL13831	ENSDARG00000061498_ZEBRA
ORTHOMCL13832	ENSDARG00000061548_ZEBRA
ORTHOMCL13833	ENSDARG00000061602_ZEBRA
ORTHOMCL13834	ENSDARG00000061762_ZEBRA
ORTHOMCL13835	ENSDARG00000062111_ZEBRA
ORTHOMCL13836	ENSDARG00000062357_ZEBRA
ORTHOMCL13837	ENSDARG00000062483_ZEBRA
ORTHOMCL13838	ENSDARG00000062487_ZEBRA
ORTHOMCL13839	ENSDARG00000062592_ZEBRA
ORTHOMCL13841	ENSDARG00000063167_ZEBRA
ORTHOMCL13842	ENSDARG00000063169_ZEBRA
ORTHOMCL13843	ENSDARG00000063288_ZEBRA
ORTHOMCL13844	ENSDARG00000063452_ZEBRA
ORTHOMCL13845	ENSDARG00000063577_ZEBRA
ORTHOMCL13846	ENSDARG00000067605_ZEBRA
ORTHOMCL13847	ENSDARG00000067658_ZEBRA
ORTHOMCL13848	ENSDARG00000067678_ZEBRA
ORTHOMCL13849	ENSDARG00000067725_ZEBRA
ORTHOMCL13851	ENSDARG00000067825_ZEBRA
ORTHOMCL13852	ENSDARG00000067832_ZEBRA
ORTHOMCL13853	ENSDARG00000067908_ZEBRA
ORTHOMCL13854	ENSDARG00000068193_ZEBRA
ORTHOMCL13856	ENSDARG00000068232_ZEBRA
ORTHOMCL13857	ENSDARG00000068398_ZEBRA
ORTHOMCL13858	ENSDARG00000068575_ZEBRA
ORTHOMCL13859	ENSDARG00000068589_ZEBRA
ORTHOMCL13860	ENSDARG00000068657_ZEBRA
ORTHOMCL13861	ENSDARG00000068716_ZEBRA
ORTHOMCL13862	ENSDARG00000068883_ZEBRA
ORTHOMCL13863	ENSDARG00000068912_ZEBRA
ORTHOMCL13864	ENSDARG00000068920_ZEBRA
ORTHOMCL13866	ENSDARG00000069009_ZEBRA
ORTHOMCL13867	ENSDARG00000069028_ZEBRA
ORTHOMCL13869	ENSDARG00000069270_ZEBRA
ORTHOMCL13870	ENSDARG00000069290_ZEBRA
ORTHOMCL13871	ENSDARG00000069294_ZEBRA
ORTHOMCL13872	ENSDARG00000069311_ZEBRA
ORTHOMCL13873	ENSDARG00000069321_ZEBRA
ORTHOMCL13874	ENSDARG00000069328_ZEBRA
ORTHOMCL13876	ENSDARG00000069370_ZEBRA
ORTHOMCL13877	ENSDARG00000069415_ZEBRA
ORTHOMCL13878	ENSDARG00000069441_ZEBRA
ORTHOMCL13879	ENSDARG00000069451_ZEBRA
ORTHOMCL13880	ENSDARG00000069464_ZEBRA
ORTHOMCL13881	ENSDARG00000069505_ZEBRA
ORTHOMCL13882	ENSDARG00000069540_ZEBRA
ORTHOMCL13883	ENSDARG00000069632_ZEBRA
ORTHOMCL13885	ENSDARG00000069846_ZEBRA
ORTHOMCL13886	ENSDARG00000069940_ZEBRA
ORTHOMCL13888	ENSDARG00000070203_ZEBRA
ORTHOMCL13889	ENSDARG00000070304_ZEBRA
ORTHOMCL13890	ENSDARG00000070315_ZEBRA
ORTHOMCL13891	ENSDARG00000070339_ZEBRA
ORTHOMCL13892	ENSDARG00000070362_ZEBRA
ORTHOMCL13893	ENSDARG00000070378_ZEBRA
ORTHOMCL13894	ENSDARG00000070391_ZEBRA
ORTHOMCL13895	ENSDARG00000070408_ZEBRA
ORTHOMCL13897	ENSDARG00000070484_ZEBRA
ORTHOMCL13898	ENSDARG00000070611_ZEBRA
ORTHOMCL13899	ENSDARG00000070650_ZEBRA
ORTHOMCL13900	ENSDARG00000070672_ZEBRA
ORTHOMCL13902	ENSDARG00000070810_ZEBRA
ORTHOMCL13903	ENSDARG00000070917_ZEBRA
ORTHOMCL13904	ENSDARG00000070930_ZEBRA
ORTHOMCL13905	ENSDARG00000070959_ZEBRA
ORTHOMCL13906	ENSDARG00000071014_ZEBRA
ORTHOMCL13907	ENSDARG00000071070_ZEBRA
ORTHOMCL13909	ENSDARG00000071347_ZEBRA
ORTHOMCL13910	ENSDARG00000071445_ZEBRA
ORTHOMCL13911	ENSDARG00000071454_ZEBRA
ORTHOMCL13912	ENSDARG00000071499_ZEBRA
ORTHOMCL13913	ENSDARG00000071570_ZEBRA
ORTHOMCL13914	ENSDARG00000071583_ZEBRA
ORTHOMCL13916	ENSDARG00000073711_ZEBRA
ORTHOMCL13917	ENSDARG00000073787_ZEBRA
ORTHOMCL13918	ENSDARG00000073959_ZEBRA
ORTHOMCL13919	ENSDARG00000074156_ZEBRA
ORTHOMCL13920	ENSDARG00000074160_ZEBRA
ORTHOMCL13921	ENSDARG00000074171_ZEBRA
ORTHOMCL13922	ENSDARG00000074182_ZEBRA
ORTHOMCL13924	ENSDARG00000074415_ZEBRA
ORTHOMCL13926	ENSDARG00000074455_ZEBRA
ORTHOMCL13927	ENSDARG00000074488_ZEBRA
ORTHOMCL13928	ENSDARG00000074628_ZEBRA
ORTHOMCL13929	ENSDARG00000074719_ZEBRA
ORTHOMCL13930	ENSDARG00000074772_ZEBRA
ORTHOMCL13931	ENSDARG00000074869_ZEBRA
ORTHOMCL13932	ENSDARG00000074958_ZEBRA
ORTHOMCL13933	ENSDARG00000075015_ZEBRA
ORTHOMCL13934	ENSDARG00000075343_ZEBRA
ORTHOMCL13936	ENSDARG00000075915_ZEBRA
ORTHOMCL13937	ENSDARG00000075943_ZEBRA
ORTHOMCL13938	ENSDARG00000075980_ZEBRA
ORTHOMCL13939	ENSDARG00000075986_ZEBRA
ORTHOMCL13940	ENSDARG00000076386_ZEBRA
ORTHOMCL13941	ENSDARG00000076411_ZEBRA
ORTHOMCL13942	ENSDARG00000076438_ZEBRA
ORTHOMCL13943	ENSDARG00000076585_ZEBRA
ORTHOMCL13945	ENSDARG00000076773_ZEBRA
ORTHOMCL13946	ENSDARG00000076797_ZEBRA
ORTHOMCL13947	ENSDARG00000076865_ZEBRA
ORTHOMCL13948	ENSDARG00000076978_ZEBRA
ORTHOMCL13949	ENSDARG00000077022_ZEBRA
ORTHOMCL13950	ENSDARG00000077107_ZEBRA
ORTHOMCL13951	ENSDARG00000077176_ZEBRA
ORTHOMCL13952	ENSDARG00000077198_ZEBRA
ORTHOMCL13953	ENSDARG00000077240_ZEBRA
ORTHOMCL13954	ENSDARG00000077273_ZEBRA
ORTHOMCL13955	ENSDARG00000077369_ZEBRA
ORTHOMCL13956	ENSDARG00000077419_ZEBRA
ORTHOMCL13957	ENSDARG00000077542_ZEBRA
ORTHOMCL13958	ENSDARG00000077559_ZEBRA
ORTHOMCL13959	ENSDARG00000077589_ZEBRA
ORTHOMCL13961	ENSDARG00000077959_ZEBRA
ORTHOMCL13963	ENSDARG00000078081_ZEBRA
ORTHOMCL13964	ENSDARG00000078118_ZEBRA
ORTHOMCL13965	ENSDARG00000078254_ZEBRA
ORTHOMCL13966	ENSDARG00000078256_ZEBRA
ORTHOMCL13967	ENSDARG00000078279_ZEBRA
ORTHOMCL13968	ENSDARG00000078369_ZEBRA
ORTHOMCL13969	ENSDARG00000078428_ZEBRA
ORTHOMCL13970	ENSDARG00000078455_ZEBRA
ORTHOMCL13971	ENSDARG00000078598_ZEBRA
ORTHOMCL13972	ENSDARG00000078878_ZEBRA
ORTHOMCL13973	ENSDARG00000078945_ZEBRA
ORTHOMCL13976	ENSDARG00000079043_ZEBRA
ORTHOMCL13977	ENSDARG00000079045_ZEBRA
ORTHOMCL13978	ENSDARG00000079062_ZEBRA
ORTHOMCL13979	ENSDARG00000079071_ZEBRA
ORTHOMCL13980	ENSDARG00000079119_ZEBRA
ORTHOMCL13981	ENSDARG00000079125_ZEBRA
ORTHOMCL13982	ENSDARG00000079165_ZEBRA
ORTHOMCL13983	ENSDARG00000079167_ZEBRA
ORTHOMCL13984	ENSDARG00000079298_ZEBRA
ORTHOMCL13985	ENSDARG00000079337_ZEBRA
ORTHOMCL13988	ENSDARG00000079387_ZEBRA
ORTHOMCL13989	ENSDARG00000079401_ZEBRA
ORTHOMCL13990	ENSDARG00000079443_ZEBRA
ORTHOMCL13991	ENSDARG00000079462_ZEBRA
ORTHOMCL13992	ENSDARG00000079522_ZEBRA
ORTHOMCL13993	ENSDARG00000079703_ZEBRA
ORTHOMCL13994	ENSDARG00000079705_ZEBRA
ORTHOMCL13995	ENSDARG00000079748_ZEBRA
ORTHOMCL13996	ENSDARG00000079790_ZEBRA
ORTHOMCL13997	ENSDARG00000079802_ZEBRA
ORTHOMCL13998	ENSDARG00000079907_ZEBRA
ORTHOMCL13999	ENSDARG00000080020_ZEBRA
ORTHOMCL14000	ENSDARG00000086098_ZEBRA
ORTHOMCL14001	ENSDARG00000086300_ZEBRA
ORTHOMCL14002	ENSDARG00000086314_ZEBRA
ORTHOMCL14003	ENSDARG00000086342_ZEBRA
ORTHOMCL14004	ENSDARG00000086393_ZEBRA
ORTHOMCL14005	ENSDARG00000086434_ZEBRA
ORTHOMCL14006	ENSDARG00000086461_ZEBRA
ORTHOMCL14007	ENSDARG00000086543_ZEBRA
ORTHOMCL14008	ENSDARG00000086626_ZEBRA
ORTHOMCL14010	ENSDARG00000086840_ZEBRA
ORTHOMCL14011	ENSDARG00000086847_ZEBRA
ORTHOMCL14012	ENSDARG00000087055_ZEBRA
ORTHOMCL14013	ENSDARG00000087088_ZEBRA
ORTHOMCL14014	ENSDARG00000087176_ZEBRA
ORTHOMCL14015	ENSDARG00000087195_ZEBRA
ORTHOMCL14016	ENSDARG00000087243_ZEBRA
ORTHOMCL14017	ENSDARG00000087254_ZEBRA
ORTHOMCL14018	ENSDARG00000087285_ZEBRA
ORTHOMCL14019	ENSDARG00000087346_ZEBRA
ORTHOMCL14020	ENSDARG00000087390_ZEBRA
ORTHOMCL14021	ENSDARG00000087393_ZEBRA
ORTHOMCL14022	ENSDARG00000087426_ZEBRA
ORTHOMCL14023	ENSDARG00000087461_ZEBRA
ORTHOMCL14024	ENSDARG00000087471_ZEBRA
ORTHOMCL14025	ENSDARG00000087506_ZEBRA
ORTHOMCL14026	ENSDARG00000087644_ZEBRA
ORTHOMCL14027	ENSDARG00000087665_ZEBRA
